id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_built,zipcode,lat,sqft_living15,sqft_lot15
2123039032,20141027T000000,369900,1,0.75,760,10079,1,5,5,760,1936,98070,47.4683,1230,14267
8078560140,20140519T000000,290000,4,2.5,1700,7280,2,4,7,1700,1988,98031,47.4045,1950,7475
3438500192,20140929T000000,285000,3,1,1020,10701,1,3,7,1020,1954,98106,47.5544,1030,6350
7974200510,20140814T000000,415000,2,1,1070,4500,1,3,7,1070,1937,98105,47.6802,1320,4465
2557000400,20150409T000000,272500,3,2.5,2070,9900,1,3,8,1420,1979,98023,47.2988,2070,8250
7960900060,20150504T000000,2.90E+06,4,3.25,5050,20100,1.5,3,10,4750,1982,98004,47.6312,3890,20060
4054500390,20141007T000000,1.37E+06,4,4.75,5310,57346,2,4,10,5310,1989,98077,47.7285,4180,47443
6378500125,20150501T000000,436000,2,1,1040,7538,1,4,7,1040,1939,98133,47.7107,1440,7530
1745100140,20141017T000000,210000,3,1,1700,10390,1,4,7,1700,1967,98003,47.3271,1350,8164
2976800796,20140925T000000,236000,3,1,1300,5898,1,3,7,1300,1961,98178,47.5053,1320,7619
4235400186,20141024T000000,331000,3,1.75,1080,1306,1,3,7,580,1954,98199,47.6601,1440,2225
4215100060,20150320T000000,365000,3,2.5,2653,4510,2,3,8,2653,2006,98031,47.4145,2653,4927
9189700045,20150127T000000,450000,3,2,2290,16258,1,5,8,2290,1960,98058,47.4672,1660,10530
1026049053,20141013T000000,770000,4,2.75,3820,26300,2,3,9,2850,2014,98028,47.7618,1860,12136
2022069200,20150505T000000,455000,4,2.5,2210,49375,1,3,8,2210,1997,98038,47.3828,2670,49385
9412900055,20150505T000000,405000,3,1.75,2390,6000,1,3,6,1240,1908,98108,47.5362,2020,6000
1722059235,20140703T000000,304900,4,1.75,2600,10325,1,4,7,1610,1969,98031,47.3954,1720,10088
6874200960,20150227T000000,170000,2,1,860,5265,1,3,6,860,1931,98178,47.5048,1650,8775
7424700045,20150513T000000,2.05E+06,5,3,3830,8480,2,5,9,2630,1905,98122,47.6166,3050,7556
7202360350,20140630T000000,780000,4,2.5,3500,7048,2,3,9,3500,2005,98053,47.681,3920,7864
5634500392,20150410T000000,330000,3,3,2420,13959,1,4,8,1740,1988,98028,47.7486,2570,13300
1509500060,20140905T000000,370000,4,2.5,2720,8666,2,3,9,2720,1992,98030,47.3846,2410,8100
7214810350,20141017T000000,467000,5,2.25,2500,13500,1,3,7,1850,1979,98072,47.7564,2300,9750
6647200060,20150209T000000,405000,3,1.75,1670,6720,1,3,7,1040,1980,98034,47.7198,1670,7320
9552700140,20140702T000000,675000,5,2.25,2900,10300,1,3,8,1450,1985,98006,47.5461,2310,10300
2200500350,20140812T000000,500000,2,1,1640,14100,1,4,7,1040,1954,98006,47.5712,1520,13527
6103400046,20140723T000000,389999,4,2.5,1890,15770,2,4,7,1890,1968,98166,47.4281,2410,15256
6619910140,20150224T000000,630000,4,1.75,2950,9025,1,4,8,1780,1975,98034,47.7128,2120,9600
1015450240,20141022T000000,360000,4,2.5,2160,9528,2,3,9,2160,1992,98001,47.3341,2280,9937
6073240060,20141002T000000,580000,4,3,3280,10060,2,3,8,2270,1986,98056,47.5399,2320,10004
9297300045,20140709T000000,550000,3,2,1970,4166,2,5,8,1270,1929,98126,47.5717,2390,4166
9510920070,20140710T000000,879000,4,2.5,3360,22101,2,3,10,3360,1994,98075,47.5951,3150,10374
5468730030,20140822T000000,265000,3,2,1320,8959,1,3,7,1320,1993,98042,47.3536,1740,7316
8079030390,20150304T000000,446500,3,2.5,2650,7286,2,3,8,2650,1990,98059,47.5084,2400,7220
600000152,20140602T000000,404000,3,1.5,2030,8880,1,3,7,1330,1963,98108,47.5586,2140,5592
1840000030,20140529T000000,267500,3,1.75,1590,10914,1,3,7,1090,1957,98188,47.4427,1630,9052
3225069065,20140624T000000,3.08E+06,4,5,4550,18641,1,3,10,2600,2002,98074,47.6053,4550,19508
3260800030,20140810T000000,335000,3,2.5,2440,7632,2,3,8,2440,1998,98003,47.3494,2510,7903
2747100024,20140619T000000,576000,3,2.5,1940,9000,1,4,7,970,1948,98107,47.6933,2190,7310
5104530560,20150401T000000,208633,3,2.5,2040,3810,2,3,8,2040,2006,98038,47.3537,2370,4590
4330600350,20150105T000000,315000,3,2.25,2200,8750,1,4,7,1020,1964,98166,47.476,1460,10139
5016001535,20150217T000000,725000,3,1.75,1920,3300,1,4,8,960,1913,98102,47.6239,1740,4000
7280300196,20150403T000000,550000,4,2.75,1800,7750,1,4,8,1400,1965,98177,47.7776,1800,8275
8651520400,20140612T000000,610750,4,2.25,2180,7297,2,3,8,2180,1984,98074,47.6459,2250,9781
7171200445,20150228T000000,550700,2,1,1010,5000,1.5,4,6,1010,1908,98105,47.6692,1460,5000
3204800200,20150108T000000,665000,4,2.75,3320,10574,2,5,8,2220,1960,98056,47.5376,2720,8330
3416600800,20150209T000000,834000,4,2.5,2370,4000,1.5,5,8,1980,1928,98144,47.601,2440,5750
7994700030,20141023T000000,201000,5,1.75,1660,78408,1.5,3,6,1660,1915,98065,47.529,1660,78408
1860600135,20140502T000000,2.38E+06,5,2.5,3650,9050,2,5,10,3370,1921,98109,47.6345,2880,5400
4139480200,20140618T000000,1.38E+06,4,3.25,4290,12103,1,3,10,2690,1997,98006,47.5503,3860,10244
4139480200,20141209T000000,1.40E+06,4,3.25,4290,12103,1,3,10,2690,1997,98006,47.5503,3860,10244
1328320800,20141005T000000,305000,4,2.25,1950,7700,1,3,8,1350,1979,98058,47.4441,2150,7350
7771300125,20150408T000000,487000,3,2,2590,14052,1,5,8,1720,1948,98133,47.7357,1570,8162
3422059208,20150510T000000,390000,3,2.5,1930,64904,1,4,8,1930,1988,98042,47.346,2350,57500
9521001455,20140723T000000,548000,2,1,1470,3864,1,4,7,1070,1916,98103,47.6638,1570,3864
4337000335,20141022T000000,268750,4,1,800,8775,1,3,6,800,1943,98166,47.48,1310,8775
325059286,20140513T000000,819900,5,2.75,3150,7109,2,3,9,3150,2013,98052,47.6759,1560,8384
2597650240,20141023T000000,520000,3,2.25,2030,16200,2,3,8,2030,1984,98027,47.5162,2660,17958
3353400435,20140721T000000,230000,3,2,1450,10204,1,3,7,1450,2003,98001,47.2639,1520,9518
7972000240,20150202T000000,240000,3,1.75,1510,10248,1,3,7,1510,1969,98023,47.2929,1510,9753
7520000520,20140905T000000,232000,2,1,1240,12092,1,3,6,960,1922,98146,47.4957,1820,7460
7520000520,20150310T000000,240500,2,1,1240,12092,1,3,6,960,1922,98146,47.4957,1820,7460
3530210260,20141027T000000,274975,3,2.5,3030,45004,2,3,9,3030,1987,98077,47.7721,3080,35781
1959700550,20140905T000000,740000,4,2,2050,4400,1.5,4,9,2050,1922,98102,47.644,2320,5500
1665400045,20150428T000000,186375,3,1,1000,7636,1,2,7,1000,1952,98166,47.472,1050,7600
9542850320,20140725T000000,790000,3,2.25,2370,10289,1,4,9,1590,1977,98005,47.592,2500,10004
3179100060,20140916T000000,880000,4,3.5,2800,6750,2,3,9,1890,1951,98105,47.669,2370,6120
2946001550,20150416T000000,279000,6,1.75,2240,10180,2,4,7,2240,1955,98198,47.42,1590,7955
8078490390,20140729T000000,295000,3,2,1810,10530,1,3,8,1810,1991,98022,47.1913,1910,10450
9550201550,20150408T000000,640000,2,1,1070,5000,1,3,7,1070,1924,98103,47.6666,1710,5000
191000045,20140703T000000,940000,4,2,2490,9525,2,5,9,2490,1968,98040,47.5639,2770,9525
5009600070,20141007T000000,260000,4,2.5,1960,5238,2,3,7,1960,2003,98038,47.3483,1800,5894
200350070,20140602T000000,559900,3,2.75,2930,5569,1,3,9,1860,2004,98072,47.7648,2580,10045
2877103726,20140722T000000,791500,4,2,1510,3500,1.5,5,7,1510,1910,98103,47.6794,1820,3750
405100295,20140826T000000,265000,3,1.75,1420,8250,1,3,7,1420,1954,98133,47.7535,1740,8000
4268200055,20150501T000000,245000,3,1.75,1740,10547,1,3,7,1740,1954,98178,47.4945,880,78408
3126069068,20150424T000000,485000,4,1.75,2560,43995,2,4,7,2560,1962,98052,47.6945,2560,14764
1015300070,20141006T000000,684000,4,3.5,3040,8414,2,3,9,2420,2010,98059,47.5222,3470,8066
6414100671,20140909T000000,425000,3,1.75,2500,6840,1,3,8,1300,1957,98125,47.7222,1580,8691
7004200060,20141017T000000,309600,4,1.75,1275,20000,1,4,6,1275,1991,98070,47.3796,1660,20000
7852100140,20140718T000000,552250,4,2.5,2580,5823,2,3,8,2580,2002,98065,47.5374,2380,5823
3969300030,20140723T000000,165000,4,1,1000,7134,1,3,6,1000,1943,98178,47.4897,1020,7138
3969300030,20141229T000000,239900,4,1,1000,7134,1,3,6,1000,1943,98178,47.4897,1020,7138
4048400070,20141205T000000,320000,2,1,1070,32633,1,4,6,1070,1930,98059,47.4716,1360,32156
808000070,20141021T000000,206600,3,2,1390,13464,1,4,7,1390,1987,98030,47.3581,1720,12080
7374200030,20150416T000000,387000,4,1.75,2500,7690,1,3,7,1250,1973,98155,47.7713,2040,8646
7325600160,20140604T000000,299000,1,0.75,560,12120,1,3,4,560,1967,98014,47.675,1300,19207
2757000030,20140922T000000,855000,4,2.75,2270,10460,2,3,9,2270,1965,98040,47.5603,2610,10180
616000140,20150126T000000,315000,3,1,1900,14400,1,4,7,1300,1954,98166,47.4147,1940,14400
3363900101,20141203T000000,437500,2,1,990,3120,1,5,7,790,1907,98103,47.68,1930,3120
9262800171,20150324T000000,252000,4,1.5,1550,19800,1,4,7,1050,1969,98001,47.3107,1640,22654
6607000126,20140604T000000,375000,4,1.75,2200,7475,1,5,7,1000,1955,98108,47.543,1600,5766
5416510830,20140806T000000,300000,4,2.5,1910,4862,2,3,7,1910,2005,98038,47.3607,2010,5091
2201500030,20141006T000000,420000,4,1,1750,9600,1.5,4,7,1750,1954,98006,47.5759,1750,10530
325059171,20140505T000000,900000,3,1,1330,77972,1,3,7,1330,1928,98033,47.6891,1340,17689
952003285,20140805T000000,679900,3,2.5,2440,5750,2,3,9,1980,2000,98106,47.565,1520,5750
3210290370,20140605T000000,463000,3,2.5,1640,29970,2,3,7,1640,1992,98053,47.6359,1580,28399
1072010350,20140828T000000,380000,5,2.5,2760,10340,2,4,9,2760,1978,98059,47.4769,2470,10340
8856950070,20141210T000000,329500,4,2.5,1820,7912,2,3,7,1820,1994,98038,47.3845,1820,8168
925059078,20140819T000000,604950,3,2.5,2100,5608,1,3,8,1340,2013,98033,47.6743,2040,9363
7855801090,20140917T000000,795000,5,2.5,3040,9570,1,4,8,1640,1966,98006,47.5651,2920,8800
723099065,20150130T000000,465000,3,2,1840,40438,2,3,7,1840,1994,98045,47.4853,1380,44049
6106500075,20150326T000000,673000,4,2.5,2990,10400,2,3,9,2990,2002,98166,47.4508,2140,17449
1018500030,20141001T000000,810000,4,2.5,3520,15420,2,3,10,3520,1991,98074,47.6375,3400,21455
424069250,20150423T000000,785000,4,2.75,2440,69415,1,4,8,1910,1989,98075,47.5944,2770,24361
3291800710,20141020T000000,338000,4,3,2090,7500,1,3,7,1370,1986,98056,47.4888,1810,7650
6838700060,20141204T000000,280000,3,2.25,1430,7222,2,3,7,1430,1993,98056,47.5102,1430,7220
2231500030,20141001T000000,315000,4,2.25,2180,10754,1,5,7,1000,1954,98133,47.771,1810,6929
2231500030,20150324T000000,530000,4,2.25,2180,10754,1,5,7,1000,1954,98133,47.771,1810,6929
7683900200,20141223T000000,380000,5,3,3450,9914,2,3,9,3450,2004,98023,47.2813,2860,9721
8155830060,20140810T000000,297000,3,2.25,1450,7562,2,3,7,1450,1994,98056,47.5038,1650,7625
98020310,20140520T000000,730000,4,2.5,3230,7331,2,3,10,3230,2004,98075,47.5823,3480,7447
9423400140,20140609T000000,450000,3,1.75,1640,13500,1,3,7,1010,1940,98125,47.7164,1770,12600
1545804860,20141027T000000,275000,3,3,1590,7750,1,3,7,1060,1997,98038,47.3624,1680,7500
2883200160,20150429T000000,595000,4,2,2020,2849,2,3,7,2020,1960,98105,47.6831,1910,3120
7132300695,20150421T000000,435000,3,1.5,1300,3348,1.5,3,7,1300,1904,98144,47.592,1590,2577
1726059053,20140916T000000,270000,2,1.5,1380,209959,1,1,6,1380,1954,98010,47.7461,3130,19868
624101000,20140805T000000,950000,3,3,4040,14338,2,3,10,3030,1986,98077,47.7268,3360,14142
808300310,20150313T000000,389000,4,2.25,2130,5337,2,3,7,2130,2001,98019,47.7237,2300,6930
8563040160,20150121T000000,560000,4,2.25,2550,7800,1,3,8,1580,1968,98052,47.6283,2420,8050
713500030,20140728T000000,1.35E+06,5,3.5,4800,14984,2,3,10,3480,1998,98006,47.5543,4050,19009
8651600160,20141010T000000,799000,4,2.25,2510,10585,2,4,8,2510,1969,98040,47.5483,2450,9691
9517200030,20140625T000000,365500,3,2,1410,9600,1,4,7,1410,1983,98072,47.7591,1410,9600
2460700700,20140515T000000,252350,3,2,1650,7352,1,3,7,1060,1979,98058,47.4612,1710,7350
1223039290,20140905T000000,403950,4,2.5,2120,13780,2,3,8,2120,1993,98146,47.4987,1880,12000
2890100060,20140801T000000,385000,4,1.5,2040,10726,1,3,7,1380,1954,98177,47.772,1610,10020
7972600860,20141210T000000,345000,4,1,1550,7620,1.5,3,7,1550,1957,98106,47.5287,1450,7620
8857320070,20140917T000000,490000,3,2.75,1980,3128,2,4,9,1980,1979,98008,47.6109,1950,2856
4047200695,20140618T000000,330000,3,2.5,1600,26977,2,3,8,1600,2005,98019,47.7736,1790,27743
1653500070,20140512T000000,927000,4,2.75,3300,12090,2,3,8,3300,1953,98004,47.6294,3180,12239
1923000030,20140728T000000,1.02E+06,4,2.5,3840,16619,2,4,10,3840,1983,98040,47.5634,3600,16553
3649100320,20150430T000000,330000,2,1,1220,10000,1,5,7,1220,1950,98028,47.7405,2000,9600
7375300160,20150309T000000,530000,5,2.25,2720,8800,1,4,7,1500,1958,98008,47.5976,2100,8800
5175800060,20140623T000000,365000,4,2,1940,25600,1,1,8,1940,1962,98006,47.5722,2000,10071
1604601375,20140619T000000,378750,3,2.5,2160,3000,1.5,3,7,1260,1909,98108,47.5644,1060,3500
2473251090,20140619T000000,269900,4,1.75,1530,8750,1.5,4,7,1530,1968,98058,47.4556,1390,8750
9126100861,20150306T000000,557000,3,3.5,1710,2096,2,3,8,1290,2008,98122,47.6055,1630,1543
3420069065,20140825T000000,360000,4,1.75,3730,16980,1,4,7,2150,1974,98022,47.1775,1880,16963
6021501685,20150422T000000,352000,2,1,940,5000,1,4,7,940,1937,98107,47.6879,1560,4500
1051000070,20150224T000000,437000,3,2.5,1750,22357,2,3,8,1750,1994,98045,47.4807,2430,22357
8856950240,20140618T000000,322500,4,2.5,1820,6753,2,3,7,1820,1994,98038,47.3845,1820,7107
9385200055,20140912T000000,650000,3,3.25,1510,2000,2,3,9,1330,2001,98106,47.5815,1510,1352
7821200390,20140806T000000,450000,3,2,1290,1213,3,3,8,1290,2001,98103,47.6609,1290,3235
8078520310,20150417T000000,278500,3,2,1570,5250,1,3,7,1570,1998,98092,47.3163,1570,5250
1565950030,20150427T000000,364950,4,2.5,1930,6957,2,3,8,1930,1995,98055,47.4309,2090,6996
1560930070,20140910T000000,840000,4,3.5,2840,40139,1,4,10,2840,1986,98038,47.401,3180,36852
6700400140,20150318T000000,268000,3,2.5,1550,8134,2,3,7,1550,1991,98031,47.404,1550,8134
2422029094,20140716T000000,517534,2,1,833,143947,1,3,5,833,2006,98070,47.3889,1380,143947
1774220160,20141004T000000,632925,3,2.5,2990,32239,2,4,8,2990,1978,98077,47.7718,2990,36497
1525200060,20140723T000000,577500,3,2.5,2000,7251,2,3,9,2000,1995,98034,47.7067,2450,8108
1678400105,20150212T000000,339000,4,1.5,2390,7480,1.5,3,7,2390,1920,98178,47.504,2850,6867
3426059070,20140909T000000,570000,3,1.75,2910,37461,1,4,7,1530,1967,98052,47.7015,2520,18295
824079032,20140626T000000,563500,4,1.75,2085,174240,1,3,7,1610,1964,98024,47.5753,2690,174240
2697100140,20150105T000000,423000,4,2.25,2200,9351,1,5,7,1290,1962,98133,47.7448,1910,8660
8724300030,20141223T000000,355000,3,2.25,1860,5028,2,3,8,1860,2012,98019,47.7318,2320,5465
8678500060,20140710T000000,1.55E+06,5,4.25,6070,171626,2,3,10,6070,1999,98024,47.5954,4680,210267
625049299,20141203T000000,482000,2,1,950,3960,1,3,7,950,1941,98103,47.6885,1320,4050
6073200075,20140730T000000,625000,3,1.75,1600,9135,1,5,7,1600,1955,98006,47.5724,1580,9800
6388900710,20141219T000000,538000,3,2.5,2250,10632,2,3,8,2250,1988,98056,47.5272,2360,10632
1442860160,20150107T000000,380000,3,2.5,2280,10255,2,4,8,2280,1985,98058,47.4334,2310,10094
7942600310,20140717T000000,375000,2,1,940,5120,1,3,7,940,1909,98122,47.6073,1300,5120
1545808560,20150403T000000,245000,3,2.5,1530,8500,1,5,7,1030,1996,98038,47.3592,1850,8140
936000060,20141014T000000,310000,5,1.75,2190,27260,1,4,7,2190,1947,98166,47.4546,1620,39480
9808650060,20150225T000000,1.30E+06,3,2,2350,15021,1,4,8,1770,1976,98004,47.6408,3530,15715
3754700160,20140506T000000,397000,4,2,1440,7680,1,3,7,1200,1971,98034,47.7245,1460,9660
305500140,20150512T000000,365000,3,2.5,2200,4052,2,3,8,2200,2005,98058,47.4362,2310,5082
5468750060,20141028T000000,328500,4,3,2290,8250,2,3,9,2290,1990,98042,47.3739,2290,8250
2944010240,20140908T000000,988000,4,3,4040,19700,2,3,10,4040,1987,98052,47.7205,3930,21887
3454000060,20140722T000000,1.00E+06,4,2.5,2610,3277,1.5,5,8,1920,1922,98103,47.6636,1810,3277
646910160,20140903T000000,237000,3,2.5,1490,2138,2,3,7,1490,2005,98055,47.4324,1490,2094
8564950390,20140919T000000,525000,4,2.5,2450,5280,2,3,8,2450,2003,98010,47.7734,2300,4674
2268400350,20140916T000000,749000,4,2.5,1710,9627,1,3,9,1440,1976,98006,47.559,2140,9131
7504101040,20140821T000000,722500,5,2.5,4870,10800,2,3,10,3470,1983,98074,47.633,3180,10398
10500890,20150312T000000,843000,3,2.5,3130,8750,2,3,10,3130,1991,98052,47.6954,2860,9003
9528102772,20140708T000000,438000,2,2,1270,1372,3,3,8,1270,2000,98105,47.6776,1610,3090
284000223,20140916T000000,578000,3,1.75,2120,10875,1,3,8,1540,1977,98146,47.504,2460,10760
3353401710,20140923T000000,227950,3,1.5,1670,8230,1,5,7,1670,1954,98001,47.2613,2077,4910
8159610030,20140722T000000,196000,3,2.25,2070,10576,2,3,7,2070,1974,98001,47.3417,1890,7519
3179100435,20140715T000000,641000,2,1,1420,5332,1,3,8,1070,1953,98105,47.6694,2400,5406
822079033,20150422T000000,350000,3,1.5,1250,219978,1,4,6,1250,1980,98038,47.4056,1930,210394
8857600960,20140819T000000,205000,3,1,940,7980,1,4,7,940,1960,98032,47.3838,1050,8050
1774000200,20141202T000000,400000,3,1.75,1920,9102,1,3,7,1920,1968,98072,47.7487,1920,9760
2024069128,20141010T000000,1.03E+06,3,2.5,3545,9816,1,3,10,2610,2005,98027,47.5534,3630,7704
1049010390,20150319T000000,505000,3,2,1260,5460,1,3,7,1260,1972,98034,47.7355,1510,5460
7905370390,20141009T000000,475000,5,2.5,2340,7200,1,3,7,1300,1975,98034,47.7206,1930,7221
4140090240,20141005T000000,520000,3,2.25,2590,9263,1,5,8,1440,1977,98028,47.7691,2580,9450
4055700030,20150502T000000,1.45E+06,3,4.5,3970,24920,2,3,10,3260,1977,98034,47.7183,2610,13838
3775300030,20141231T000000,333500,3,1.75,1220,9732,1,3,7,1220,1965,98010,47.7736,1630,10007
2525300030,20150222T000000,232000,3,1,1400,10403,1,4,6,1400,1976,98038,47.362,1230,10209
1324059104,20150421T000000,691000,3,2.75,2360,16107,1,4,8,1710,1983,98006,47.5698,2120,16107
2287000030,20141014T000000,810000,3,1.75,1870,9897,1,4,8,1870,1960,98040,47.5505,1900,10005
7702010030,20140520T000000,551000,3,2.5,2830,5802,2,3,9,2830,2001,98028,47.7605,2500,5788
1529200340,20150108T000000,496500,3,2.5,2260,3640,2,3,8,2260,1994,98072,47.7356,2350,3710
2122039094,20141026T000000,705000,3,3,1970,20978,2,4,9,1770,1980,98070,47.3844,2280,75396
1742800030,20140612T000000,578000,4,2.5,3140,9225,1,5,9,1770,1966,98055,47.4904,2460,9600
1796360350,20150128T000000,255000,3,1.75,1240,8659,1,5,7,1240,1986,98042,47.3663,1490,8223
6154500070,20140626T000000,1.05E+06,4,3.5,3450,7832,2,3,10,3450,2007,98006,47.5637,3220,8567
1843100340,20150305T000000,348000,3,2.25,2570,8491,2,4,8,2570,1989,98042,47.3759,2400,8049
8944290160,20141004T000000,230000,3,2,1510,3413,2,3,7,1510,1985,98031,47.3912,1570,3777
4166600473,20141209T000000,359500,4,2.25,2390,10250,2,3,9,2390,1988,98023,47.3305,2480,10250
7282300125,20141012T000000,330000,3,1,980,7000,1,3,6,980,1953,98133,47.7617,1220,7000
8658300340,20140523T000000,80000,1,0.75,430,5050,1,2,4,430,1912,98014,47.6499,1200,7500
2419600075,20141201T000000,465000,3,1.75,1480,6360,1,3,7,1480,1954,98133,47.731,1480,6360
2621760350,20141015T000000,325000,4,2.5,1850,7324,2,3,8,1850,1997,98042,47.3701,2100,7329
1723049270,20150107T000000,340500,3,2,2270,28025,1,4,7,1920,1947,98168,47.4857,1770,14833
4123840310,20150106T000000,342500,3,2.5,1810,5192,2,3,8,1810,1993,98038,47.3724,1810,6200
2172000075,20140623T000000,290900,2,2,1610,17600,2,3,6,1610,1930,98178,47.4855,1310,12950
8651610170,20150213T000000,868700,3,4.25,3840,6161,2,3,10,3840,2000,98074,47.6336,3230,7709
8820902200,20141013T000000,1.20E+06,4,2.75,4100,8400,2,3,9,3130,1928,98125,47.717,2820,8400
8651610890,20141014T000000,1.05E+06,4,3.25,4190,10259,2,3,10,3150,2000,98074,47.6332,4300,10919
1853080570,20140810T000000,859900,4,2.75,3390,6298,2,3,9,3390,2010,98074,47.5906,3390,7101
3629920030,20140808T000000,520000,4,2.25,1890,3006,2,3,7,1890,2003,98029,47.5461,1580,3000
1604602050,20140710T000000,460000,3,2.5,1610,2527,2,3,9,1080,2005,98108,47.5674,1610,4173
6844700810,20140901T000000,438924,3,1.5,1050,4590,1,3,7,850,1949,98105,47.6943,1770,5400
66000070,20150406T000000,315000,2,1,630,6550,1,3,5,630,1918,98126,47.5486,1420,6550
6665800030,20140718T000000,590000,4,2.75,2910,10650,1,3,8,1780,1975,98033,47.6658,2920,10988
2205700350,20141004T000000,378500,4,1.75,1700,8640,1,3,7,850,1955,98006,47.5772,1620,9000
5466000030,20140603T000000,328500,3,2.5,1950,8130,2,4,9,1950,1990,98042,47.3875,2350,7691
6189200125,20150325T000000,849950,3,3,2990,9773,2,4,8,2990,1973,98005,47.6344,2230,10553
9169600135,20141027T000000,525000,3,1.5,1350,6000,1,3,7,900,1950,98136,47.5275,1730,6012
2625069070,20150410T000000,1.39E+06,4,3.25,4860,181319,2.5,3,9,4860,1993,98074,47.6179,3850,181319
8732131090,20150428T000000,295000,4,2.5,2160,7725,1,4,8,1460,1978,98023,47.3078,2060,8250
9286000240,20140710T000000,1.07E+06,6,3.5,4860,10793,2,3,10,3860,1998,98006,47.5521,3600,10793
1895000260,20140721T000000,207950,2,2,890,5000,1,3,6,890,1917,98108,47.5158,1860,5000
8691370400,20141216T000000,699900,4,2.75,2810,7302,2,3,9,2810,2002,98075,47.5985,2820,7302
5423010350,20150210T000000,1.28E+06,5,2.5,3400,9500,2,4,8,3400,1977,98027,47.5645,3080,10081
8562501040,20141020T000000,452000,4,1.5,1580,7350,1,4,7,960,1963,98052,47.6734,1560,7350
2475200140,20150205T000000,370000,3,2,1680,5036,1,4,7,1680,1987,98055,47.4734,1680,4921
7942100310,20150127T000000,232000,3,1.75,1300,10230,1,5,7,1300,1968,98042,47.381,1300,10794
3760000030,20141030T000000,669950,5,2.5,2820,14062,2,4,7,2380,1960,98034,47.7081,1910,10392
1727500340,20140614T000000,397500,3,2,1510,6710,1,3,7,1070,1972,98034,47.7193,1660,6600
9828702519,20140512T000000,490000,2,2.5,1230,1391,2,3,8,870,2004,98102,47.6192,1240,1350
4432600075,20150128T000000,725000,4,2,2100,4140,2,3,9,1710,1925,98106,47.5836,1440,4420
7806300030,20140917T000000,299000,3,2.75,3080,19635,1,4,7,1610,1958,98032,47.3841,2424,12410
9274202270,20140818T000000,625000,2,1.5,1490,5750,1.5,4,7,1090,1900,98106,47.5872,1590,4025
